text,label,location,disaster
"LOOK: Vehicles and commuters along the Bacoor and Las Pias exit of CAVITEX (within Longos area) remain stranded due to strong rain and winds, as of 9:30 p.m.

Other commuters tried to leave their vehicles to walk but were welcomed by knee-deep flood waters along the area. This",1,"Bacoor, Las Pias, CAVITEX, Longos","strong rain and winds, flood"
"@thejasonaward1 is this mans handle over on TikTok and hes truly a hero helping the victims of hurricane Helene. Please listen to what he still need to help the victims to recover and rebuild. Also for those victims out there that needs help, they have all kinds of things from",1,,hurricane Helene
"So far, DOG is still the loudest #memecoin (Runes) on Bitcoinnothing else seems to flood your timeline quite like it.

But if Genies got it wrong, shout out your community below",0,,
"Petrol irketlerinin faylarmzda binlerce kilometre delik aarak petrol aradn m dnyorsunuz. Gazze'ye havadan bize yerden...

#malatya
#elaz
#okkt
#earthquake",1,"Malatya, Elazığ",earthquake
We're making a difference America.,0,,
"Victorias Secret Fashion Show 2024'n en ok konuulan anlar: 

(FLOOD)",0,,
"Saying goodbye to a subspecies, the very last male Northern White Rhino. 

It survived 55 million years  saw ice ages, earthquakes, meteor strikes  was a testament to innumerable historical changes on the planet. It could not survive humans.

The great beast is now functionally",0,,
"FEMA spotted transporting hundreds of Coffins South

There is extreme Legacy Media Black in the aftermath of Hurricane Helene, considering the sheer extent of the disaster  its impact.

They are covering up the true death toll - just like Maui.",1,South,Hurricane Helene
"#sismo reportado por los usuarios de la app Sismo Detector a 18km de #Vallenar, Chile. 65 reportes en un radio de 79km. Descarga la app desde  para recibir alertas en tiempo real",1,"Vallenar, Chile",sismo
Last Tues was 6th annual caddy tourney!!  Great day and thanks to my fellow pros 4800 was donated.  Then even better the caddies donated the money to Helene hurricaneflood relief.  Champions Tour caddies are the best!!,1,,hurricaneflood
Donut Operator receives backlash on Twitter for expressing concern for Hurricane Helene victims,1,,Hurricane Helene
"I still think about how Gojo didnt check on anything or anyone when he was unsealed. He immediately teleported 8,000 meters underwater, causing an earthquake, just to go where Kenjaku was, with the thought of properly mourning Getos body.",0,,
"Dnya gndeminden #SonDakika gelimeleri bu ""flood"" ierisinde 

 Rick Wiles : Amerikal politikaclarn kk kzlara tecavzleri Mossad tarafndan kayda alnp srail tarafndan antaj iin kullanlyor.

 srail, Beyrut'un gney banliysne hava saldrs",1,Beyrut,flood
"President Trump is in Asheville, NC with the American people affected by devastating hurricanes while Harris and Biden announce 400 more million dollars for Ukraine.",1,"Asheville, NC",hurricanes
What Do Flood Legends Tell Us?,0,,
This .50 cal could cause an earthquake,0,,
"How many people does it take to remove a single log from hurricane damage? 

This many.",1,,hurricane
Kriz annda erkeklere yklenen gereksiz mizah HAJAGSJAJJAH ( FLOOD),0,,
"Three people narrowly avoided debris falling from a rooftop during an earthquake in southeast Turkey, CCTV footage from the scene showed.",1,southeast Turkey,earthquake
"Back in 2009 Bill Gates put his name on a patent for controlling Hurricanes 

He wants to block out the Sun",0,,
"           -   
17-10-2024


#Floods #Rain #Storm #Ardeche #Rhonealpes #Info #Information #Video #France",1,"Ardeche, Rhonealpes, France",Floods
"Hes not just sending shockwaves; he is the earthquake, shaking things up with every step....! 
His arrival will spark chaos because he is #TOXIC!
Are you ready !!!!!!!!!!? 
@TheNameIsYash #YashBOSS #ToxicTheMovie #Yash.",0,,
"Florida after a hurricane.

Many people dont get enough from the insurance company to rebuild, so the prime waterfront property (or near water) gets sold at land value only.",1,Florida,hurricane
"Last year, powerful 6.3-magnitude earthquakes devastated the lives of tens of thousands of children and families in Afghanistan.

Shukria, then 19 and pregnant, lost her home to the deadly quakes.

See how UNICEF has been supporting families like hers in the aftermath.",1,Afghanistan,earthquakes
"Rinasce dopo 53 anni la storica rivista edita da #LaBiennaleDiVenezia! Il primo numero, DILUVI PROSSIMI VENTURI  THE COMING FLOODS, sar presentato gioved 24 ottobre, ore 12, presso la Biblioteca della #BiennaleArchivio. Intervengono: #DeboraRossi, #AzizaChaouni,",0,,
"Hurricane Kristy is now a major hurricane in the Pacific Ocean.

If you remember, this was TROPICAL STORM NADINE only a few days ago in the Atlantic Ocean! Essentially, this is Hurricane Milton 2.0, but flipping oceans.",1,Pacific Ocean,Hurricane Kristy
"The Doomsday Fish , also known as the Oarfish, is a deep-sea creature believed by some to predict earthquakes . It's rarely seen, and its long, ribbon-like body can grow up to 11 meters! Its rare appearance near the surface is often linked to myths of upcoming disasters.",0,,
"Greatest DICKHEAD of all time.

""Trump is the GOAT""",0,,
"POWERFUL MOMENT AS NORTH CAROLINA MAN WHO LOST EVERYTHING IN THE HURRICANE PRAYS FOR PRESIDENT TRUMP  

I CANT THINK OF ANYTHING ID RATHER HAVE THAN A WARRIOR LEADING OUR COUNTRY, A WARRIOR WHO, WITH THE HELP OF GOD AND WITH FAITH AND PRAYER, WILL LEAD THESE COMMUNITIES AND",1,North Carolina,hurricane
"The moment of the strong 6.0 magnitude earthquake hits in the Elaz, Turkey  (16.10.2024)

TELEGRAM JOIN",1,"Elaz, Turkey",earthquake
"Efsanelemi 16 Trk dizi jeneriini sizler iin derledik. (FLOOD)

1. Evdeki Yabanc",0,,
"CBP and FEMA really thought this was a good advertisement for themselves.  

Maybe it is.  It demonstrates their absolute lack of support while they use 30 people to move a 24inch log in an area that was clearly not effected by a hurricane.",0,,hurricane
"My last 24 hours:
Gas at the house goes out; earthquake valve was tripped
-Get it fixed for free.
600 bill due
-Call and get it knocked down to 77
Car starts overheating
-Should be covered under the warranty
Car has to stay there till Monday

Me rn",1,,earthquake
"HISTORIC FLOODING in Roswell, New Mexico 
Flash floods are sweeping through the area, leaving devastation everywhere. Roads submerged, homes at risk, and emergency services are stretched thin. Stay safe and avoid flooded areas! 
 Share updates if you're in the area.",1,"Roswell, New Mexico",flooding
Please dont forget about the victims of Hurricane Helene.,1,,Hurricane Helene
"EARTHQUAKES
HAPPENING NOW
7 of 10 PLATE MOVEMENTS

Massive Earth movements happening now!

Comment by Kojima 2 hours ago
IRIS EQ-Map  20241017 T00:03

New Madrid Jolt timeline 
Earth Changes and the Pole Shift",1,New Madrid,earthquakes
"ANG KALIKASAN AY HINDI SINUNGLING! 

LET US FACT CHECK THE FLOOD CONTROL PROJECTS IN THE 2ND DISTRICT OF BATANGAS

#KristinePH",0,Batangas,flood
Trump awarded 'french fry certification pin' in front of hurricane devastation,1,,hurricane
"Malatya'nn yerel kanalnda deprem an canl yaynda byle grntlendi..

Hisseden herkese gemi olsun. nallah kimsede bir ey yoktur. Allah beterinden korusun.

#malatya  #earthquake",1,Malatya,earthquake
"We are consolidating rescue requests. Please fill out the following:

- NAME OF BARANGAY
- SUBDIVISION
- CONTACT PERSON
- CONTACT NUMBER
- EXACT ADDRESS
- NEAREST LANDMARK
- NUMBER OF INDIVIDUALS TO BE EVACUATED
- ESTIMATED FLOOD HEIGHT
- SPECIAL SITUATION

#KristinePH",1,,
"""The president was saying that people here were getting everything they needed and they're not.""

A retired police officer personally delivered thousands of dollars in supplies and food to Hurricane Helene survivors in North Carolina.",1,North Carolina,Hurricane Helene
"TITANX
-No amount of buy and burns
-No amount of extra XEN like projects that can be ""built on top"" to ""SAVE"" the project
-No amount of Audits

Can save the suction of a ponzi. 
The below picture says it all....... No need to flood the comments please. I've muted myself from",0,,
"The holy shrine of the brother of Imam Reza (as), Imamzadeh Hossein ibn Musa Al-Kazem (as), is located in the desert city of Tabas.

This holy site was completely destroyed in the earthquake of 1978, but it was rebuilt with the efforts of Astan Quds Razavi.",1,Tabas,earthquake
"Blue alerts should be illegal. A cop being injured 6 and a half hours away is not an emergency. Being in the direct path of a tornado, wildfire, tsunami, hurricane, or flood is the only reason an emergency alert should be blasting at 4:50am. Meteors and ICBMs? Just let me sleep.",0,,
"The Earthquake Resistant Building Design Competition, organized by the Turkish Catastrophe Insurance Pool (TCIP), is an initiative aimed at fostering innovation and awareness in earthquake-resistant construction among students.",0,,
India has created an artificial flood in Bangladesh by releasing water from its dams and you still wonder why people hate India so much?,1,Bangladesh,flood
"Biden tells ""Mr. President Trump"" to ""get a life, man"" and ""help these people""  then shuffles away in deranged anger.

REMINDER: President Trump was on the ground meeting with and delivering aid to hurricane victims before Kamala OR Biden had done anything.",1,,hurricane
" La cpula de hierro ha sido casi inutilizada, despus de estar toda la tarde defendiendo de los ataques desde el Lbano
Israel est tratando de resistir los bombardeos y los aviones de combate de Irn.",1,"Lebanon, Israel, Iran","bombings, combat planes attacks"
"This factory owner in Springfield, Ohio is the face of evil.

Throughout the interview, he shits on locals, mocks their drug addictions, and hopes for even more Haitians to flood the town.",0,"Springfield, Ohio",
"I recently traveled to NC and victims of Hurricane Helene told me nearly two weeks after landfall, the Biden-Harris Administration had STILL not provided them with all the resources they desperately needed.

But CBS selectively edited OUT ENTIRELY this first-hand perspective.",1,NC,Hurricane Helene
Sin explicacin hasta el momento es la imagen que se vivio en el mar cercano a Rusia.,0,Rusia,
"TRUMPs Project 2025

Plans to end free weather reports and dissolve the National Oceanic and Atmospheric Administration. 

Let that sink in folks. 

No hurricane warnings, no tornado warnings, no flood warnings, etc. Youll be on your own. 

Fking VOTE",0,,
